,TS1_V2_turnbaugh,TS10_V2_turnbaugh,TS100_V2_turnbaugh,TS101.2_V2_turnbaugh,TS103_V2_turnbaugh,TS104_V2_turnbaugh,TS105_V2_turnbaugh,TS106_V2_turnbaugh,TS107_V2_turnbaugh,TS109_V2_turnbaugh,TS11_V2_turnbaugh,TS110_V2_turnbaugh,TS111_V2_turnbaugh,TS115_V2_turnbaugh,TS116_V2_turnbaugh,TS117_V2_turnbaugh,TS118_V2_turnbaugh,TS119_V2_turnbaugh,TS12_V2_turnbaugh,TS120_V2_turnbaugh,TS124_V2_turnbaugh,TS125_V2_turnbaugh,TS126_V2_turnbaugh,TS127_V2_turnbaugh,TS128_V2_turnbaugh,TS129_V2_turnbaugh,TS13_V2_turnbaugh,TS130_V2_turnbaugh,TS131_V2_turnbaugh,TS132_V2_turnbaugh,TS133_V2_turnbaugh,TS134_V2_turnbaugh,TS135_V2_turnbaugh,TS136_V2_turnbaugh,TS137_V2_turnbaugh,TS138_V2_turnbaugh,TS139_V2_turnbaugh,TS14_V2_turnbaugh,TS140_V2_turnbaugh,TS141_V2_turnbaugh,TS142_V2_turnbaugh,TS143_V2_turnbaugh,TS144_V2_turnbaugh,TS145_V2_turnbaugh,TS146_V2_turnbaugh,TS147_V2_turnbaugh,TS148_V2_turnbaugh,TS149_V2_turnbaugh,TS15_V2_turnbaugh,TS150_V2_turnbaugh,TS151_V2_turnbaugh,TS152_V2_turnbaugh,TS153_V2_turnbaugh,TS154.2_V2_turnbaugh,TS155_V2_turnbaugh,TS156_V2_turnbaugh,TS16_V2_turnbaugh,TS160_V2_turnbaugh,TS161_V2_turnbaugh,TS162_V2_turnbaugh,TS163_V2_turnbaugh,TS164_V2_turnbaugh,TS165_V2_turnbaugh,TS166_V2_turnbaugh,TS167_V2_turnbaugh,TS168_V2_turnbaugh,TS169_V2_turnbaugh,TS17_V2_turnbaugh,TS170_V2_turnbaugh,TS178_V2_turnbaugh,TS179_V2_turnbaugh,TS180_V2_turnbaugh,TS181_V2_turnbaugh,TS182_V2_turnbaugh,TS183_V2_turnbaugh,TS184_V2_turnbaugh,TS185_V2_turnbaugh,TS186_V2_turnbaugh,TS19_V2_turnbaugh,TS190_V2_turnbaugh,TS191_V2_turnbaugh,TS192_V2_turnbaugh,TS193_V2_turnbaugh,TS194_V2_turnbaugh,TS195_V2_turnbaugh,TS2_V2_turnbaugh,TS20_V2_turnbaugh,TS21_V2_turnbaugh,TS22_V2_turnbaugh,TS23_V2_turnbaugh,TS25_V2_turnbaugh,TS26_V2_turnbaugh,TS27_V2_turnbaugh,TS28_V2_turnbaugh,TS29_V2_turnbaugh,TS3_V2_turnbaugh,TS30_V2_turnbaugh,TS31_V2_turnbaugh,TS32_V2_turnbaugh,TS33_V2_turnbaugh,TS34_V2_turnbaugh,TS35_V2_turnbaugh,TS37_V2_turnbaugh,TS38_V2_turnbaugh,TS39_V2_turnbaugh,TS4_V2_turnbaugh,TS43_V2_turnbaugh,TS44_V2_turnbaugh,TS49_V2_turnbaugh,TS5_V2_turnbaugh,TS50_V2_turnbaugh,TS51_V2_turnbaugh,TS55_V2_turnbaugh,TS56_V2_turnbaugh,TS57_V2_turnbaugh,TS6_V2_turnbaugh,TS61_V2_turnbaugh,TS62_V2_turnbaugh,TS63_V2_turnbaugh,TS64_V2_turnbaugh,TS65_V2_turnbaugh,TS66_V2_turnbaugh,TS67_V2_turnbaugh,TS68_V2_turnbaugh,TS69_V2_turnbaugh,TS7_V2_turnbaugh,TS70_V2_turnbaugh,TS71_V2_turnbaugh,TS72_V2_turnbaugh,TS73_V2_turnbaugh,TS74_V2_turnbaugh,TS75_V2_turnbaugh,TS76_V2_turnbaugh,TS77_V2_turnbaugh,TS78_V2_turnbaugh,TS8_V2_turnbaugh,TS82_V2_turnbaugh,TS83_V2_turnbaugh,TS84_V2_turnbaugh,TS85_V2_turnbaugh,TS86_V2_turnbaugh,TS87_V2_turnbaugh,TS88_V2_turnbaugh,TS89_V2_turnbaugh,TS9_V2_turnbaugh,TS90_V2_turnbaugh,TS91_V2_turnbaugh,TS92_V2_turnbaugh,TS94_V2_turnbaugh,TS95_V2_turnbaugh,TS96_V2_turnbaugh,TS97_V2_turnbaugh,TS98_V2_turnbaugh,TS99.2_V2_turnbaugh
Howardella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007745,0,0,0.00066252,0.00050863,0,0.03727111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045904,0,0.00222286,0,0,0,0,0.21243199,0.07962335,0,0,0.00159222,0,0.17656626,0,0,0,0,0,0,0,0,0.0001697,0,0,0.00114336,0,0,0.00340995,0,0.00108155,0,0,0,0,0.00144533,0,0,0,0,0
Sutterella,0.00192453,0,0.01819184,0,0.10226629,0,0,0.00469496,0.02527057,0,0.0085402,0,0,0.01303113,0.00623701,0.09970265,0,0.03161409,0,0.06860742,0.00408156,0,0,0,0,0,0.00894353,0,0,0,0,0,0,0,0.1271952,0,0.0040163,0.0004113,0.02425347,0.12267055,0,0.01474442,0.0069625,0.06330195,0,0,0.08020655,0.02976995,0.00017196,0,0,0,0,0,0.00707403,0.02018962,0,0.00098758,0.01454325,0,0.01840974,0,0,0,0,0,0.00377557,0,0,0,0,0,0,0.00034943,0.00606514,0,0,0.02397989,0,0.02680393,0,0,0,0,0.0068669,0.00021168,0.00187922,0.01640154,0,0,0,0,0.0010862,0,0,0.00086532,0,0.00012892,0.08288556,0.01319161,0,0,0,0,0.01270255,0.01460635,0,0,0,0,0,0,0,0,0.03454142,0.01047548,0,0,0,0.00671601,0,0,0,0.006989,0.01471979,0.00722899,0.00378454,0,0,0.02771002,0.0229312,0,0.00594029,0.03059793,0.01808315,0.01349674,0,0.00155747,0.00228573,0,0,0,0,0.02377312,0,0.00280414,0,0.01400077,0.00288966,0,0,0.04945367,0,0
Methylobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Succiniclasticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00848839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050859,0,0,0,0,0,0,0.00063241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016038,0.00085486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02433676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049793,0,0,0,0,0,0,0,0.00394133,0,0,0,0,0,0.00068223,0,0,0
Cronobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aggregatibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zunongwangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactonifactor,0,0,0.0011845,0,0.00731974,0.00085845,0,0.00030639,0.00145163,0.00059251,0,0,0.00049113,0.00060653,0.00018542,0.00041681,0.00071618,0.0010835,0.00040554,0,0,0,0,0.00041453,0.0001642,0,0.00035008,0.00159883,0,0,0,0,0.00179331,0,0.00125483,0.00079171,0,4.55E-05,0,0.0003847,0.00029789,0.00060051,0.00050424,0,0,0.00129216,0,0.00039897,0.00072399,0.00132767,0.00063861,0,0.00138826,0,0,0.00101137,0.00013805,0,0,0.00021614,0,0,0,0.00062651,0.00033164,0,0,0.00073446,0,0,0,0,0,0.00034103,0,0,0.00061955,0.00048852,0,0.00028226,0.00055508,0.00013688,0.00078056,0,0,0.00054927,0.00073928,0.00046374,0.00014533,0,0,0,0.00017751,0.00054763,0.00054561,0.00028216,0,0.00041712,0.00062966,0.00035026,0.00045624,0.00086214,0.00021454,0.00042737,0.00013873,0.00123278,0.00055328,0,0.00014266,0.00069774,0.00012182,0.00020921,0.00097644,0.000448,0,0.00062052,0,0,0.00111428,0,0.00064085,0,0.00150304,0.00103428,0,0.00121226,0,0.00142082,0.00177772,0.00071261,0.00039359,0,0.00055302,0.00032207,0,0.00027539,0.00043656,0,0.00037261,0,0.00065721,0,0.00030789,0.00070401,0.00013133,0.00030496,0,0.00045641,0.00047084,0,0,0.00071598,0,0
Moryella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coraliomargarita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256173,0,0,0,0
Sporobacter,0.00035794,0.00200849,0,0,0,0,0,0.00069783,0,0,0,0,0.00111937,0.00414608,0.0027362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059708,0,0.00036104,0,0.00033972,0.00068497,0,0.00156721,0,0.00024651,0,0.00015235,0.00228522,0,0.00024348,0,0,0.0030146,0,0,0,0,0,0,0,0,0.00044773,0.00190404,0.00188711,0,0.00023448,0,0,0,0,0,0,0.00025963,0,0,0,0,0,0,0,0.00186135,0,0,0,7.92E-05,0,0,0,0,9.69E-05,0,0.00050445,0,0,0,0,0,0,0.00119641,0,0.00024662,0,0,0.00094379,0,0.00189127,0,0,0,0,4.85E-05,0,0,0,0.00153241,0.00143505,0,0,0,0,0.00058042,0,0,0,8.23E-05,0.00046907,0,0,0,0.00179262,0,0,0,0,0.00081492,0,0,0,0,0.00074967,0,0,0,0.00067011,0,0,0,0.00053704,0,0.00204469,0,0,0
Oscillibacter,0.08548892,0.00120549,0.00918269,0.00099824,0.00379641,0.0376638,0,0.00069783,0.00193185,0.00776179,0.00387445,0.00844233,0.02740105,0.05008735,0.21166307,0.00450774,0.00897635,0.00185353,0,0.03395057,0.02498917,0.01459574,0.0137376,0.06298603,0.01731662,0.02251439,0.03318976,0.00364692,0.00140054,0.03000875,0.02292795,0.01893613,0.02220211,0.02088063,0.02479612,0.00391016,0.0020873,0.00238665,0.02808386,0.00919392,0.00508174,0.01664435,0.01866069,0.07486579,0.08176859,0.01055803,0.02543483,0.00915744,0.02195487,0,0.02182448,0.07693514,0.01017561,0.07684793,0.24872372,0.03861713,0.06614105,0.01428097,0.01079525,0.00810094,0.00559091,0.03351359,0.06299024,0.01213291,0.01320379,0.03955893,0.04296103,0.0351467,0.00786219,0,0.01072496,0.0250913,0.00829111,0.01616515,0.00575255,0.00134087,0.00529379,0.0100128,0.0007774,0.01444089,0.00284566,0.01348854,0.004448,0.00985696,0.01624558,0.11908336,0.00183081,0.00189536,0.00148297,0.00170455,0.04997931,0.0333717,0.08437842,0.02432322,0.00124368,0.00620273,0.00371386,0.03603455,0.00470285,0.02499074,0.00259788,0.01572055,0.00170635,0.00048744,0.00707196,0.00652572,0.01575322,0.00896482,0.00088993,0.0026507,6.99E-05,0.02912432,0,0.00221092,0.00166749,0.00765807,0.00860528,0.00594662,0.01693615,0.02824559,0.02007609,0.11849296,0.02142181,0.00518797,0.00723531,0.02186786,0.03557409,0.0083703,0.00912271,0.00568413,0.01343812,0.0011997,0.01385643,0,0.00258212,0.05528482,0.00248563,0.00346695,0.00636055,0.00041369,0.03019718,0.1218797,0.0024519,0.02125555,0.01739795,0.05271164,0.00603159,0.00052058,0.04342017,0.0370656,0.04359962,0,0.00186852,0.00775781
Abiotrophia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudobutyrivibrio,0.00053641,0.00120549,0.00864259,0.0073141,0.00607366,0.00440314,0.00604444,0.01846712,0.00303519,0.01653486,0.00140953,0.00036801,0.00167855,0.00172812,0.0002114,0.00237297,0.00285679,0.00092727,0.00323178,0,0.00037961,0.00222194,0.00284306,0.00495488,0.00037338,0.01107902,0.0079663,0.00104269,0.00629893,0.00031036,0.01344094,0.00063217,0.0043828,0.0029838,0.00405405,0.02195241,0.00298143,0.00192983,0.00108111,0.00175203,0.00237201,0.00615676,0.00057514,0,0.00063241,0.00343817,0.00923254,0.00295225,0.0130718,0.01676686,0.02255192,0.01550711,0.02916821,0,0,0.00173008,0.00093916,0.00183177,0.00788911,0,0.0024854,0,0,0.00285557,0.00150989,0.00327025,0.00443709,0.00334821,0,0.00107012,0.00058067,0.00082363,0.00658432,0.00426834,0.00225161,0.01473952,0.00776376,0.00333827,0.00940407,0.00353075,0.00284566,0,0.004448,0.00645836,0.00031952,0.00375409,0.00990524,0.00574619,0.00082432,0,0.00048064,0.00316002,0.00010169,0.00452244,0.00062234,0.00534732,0.01535874,0.0066475,0.00279024,0.0077427,0.00052038,0.00614145,0.01266931,0.00146032,0.00534351,0.00040252,0.01354791,0.00134557,0.03264899,0.02696169,0.01433626,0.00090368,0.00356219,0.02023023,0,0.00388844,0.06166503,0.00105023,0.00042438,0.009762,0.000366,0.00144956,0.00428516,0.00707414,0.01004045,0.00365903,0.00374554,0.01268994,0.00760243,0.00027163,0.00761537,0,0.00157548,0.00036731,0.00516323,0.00250536,0.00049793,0.00866587,0.00084894,0.00742936,0.00324522,0.0016879,0,0,0.00423872,0.00069456,0.00603159,0.01610795,0.00107308,0.00031779,0.00068223,0.00530314,0,0
Weissella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085589,0.17485321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113732,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015124,0,0,0,0,0,0,0,0,0
Ralstonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186297,0,0,0,0,0,0,0,0,0,0,0,0.00091793,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia,0,0,0,0,0,0,0,0,0,0,0,0,0.00226104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127697,0,0,0.00030685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012743,0,0.00032761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025404,0,0,0,0,0,0,0,0,0,0,0,0.00210097,0,0,0,0,0,0
Cloacibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070588,0,0,0,0,0,0,0,0,0,0,0.00537259,0,0,0,0,0,0,0,0,0.01442216,0,0.00122682,0,0,0,0,0,0,0.00380148,0,0,0,0,0,0,0,0,0,0,0,0.00053285,0,0,0,0,0,0,0,0,0,0,0.00166395,0,0,0,0,0,0.0008561,0.0004293,0.0003326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025154,0,0,0,0,0,0.00308182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01327673,0,0,0,0,0,0,0,0
Mitsuokella,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01450877,0.00505059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01839417,0,0,0
Hallella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032276,0,0,0,0,0,0,0,0,0,0,0,0.00020402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004838,0,0.03832021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106165,0,0,0,0.00096993,0,0,0,0
Anaerofilum,0.00017947,0,0,0,0,0,0.00033675,0,0,0,0,0,0.00056018,0,0,0,0,0,0.00046254,0,0,0,0,0,0.00055957,0,0.00013375,0,0,0,0.00039629,0,0,0,0,0,0,0.00020403,0,0,0,0,0,0,0.0003167,0,0.0001894,0,6.45E-05,0,0,0.00029919,0.0002271,0,0,0,0,0.00036715,0,0,0.0012432,0.00154181,0.00044773,0.00023888,0.00075544,0.00032792,0,0,0.00032855,0,0,0,0.00024483,0.00025963,0,0,0,0,4.41E-05,0,0,0.00015603,0,0.00034086,0.00063804,0.00015738,5.91E-05,3.21E-05,0.00033033,0,0.00028878,0.00051793,0.00100789,0.00062465,0,0,8.54E-05,0,0,0.00045639,0.00052038,0,0.00024462,0,0.00031526,0.00010138,0,0,8.18E-05,0,0,0.00095119,0,0,0,0.0002366,0,0,0.00042438,0,0,0.00029071,0,0,0,0,0.00046907,0,0,0,0,0,0,0,0,0.00012622,0,0,0,0,0.00025056,0.00042273,0,0,0,0.00034778,0,0,0,0.00063458,0.00136346,0,0,0
Parvimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108425,0,0,0,0,0
Citrobacter,0,0,0,0,0.00701348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072985,0,0,0,0,0,0,0,0,0.00039214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030964,0,0.00047597,0,0,0,0,0,0,5.08E-05,0,0,0,0,0,0,0.00018158,0,0,0.00019115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069311,0.00109189,0.000424,0,0,0,0,0,0,0,0,0,0.00046409,0,0,0,0,0,0,0,0,0,0
Enterobacter,0,0,0,0.00038486,0,0,0,0,0,0,0,0,0,0,0.00072988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027036,0,0,0,0,0,0,0,0,0.00017684,0,0.00050651,0.00977941,0,0,0,0,0,0,0,0,0.0002699,0,0,0,0,0,0,0,0,0,0.00680354,0,0.00044582,0,0,0,0,0,0,0,0.00185287,0,0.00047597,0,0.00015033,0,0,0.00448307,0,0,0,0,0,0,0,0,0.00018158,0,0.00010858,0.00038129,0,0,0,0.00011727,0,0,0.00308786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114841,0,5.59E-05,0.00102908,0,0,0,0,0.00040487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276943,0,0.00127,0,7.33E-05,0.00057483,0.00133511,0,0,0,0,0,0,0,0.00040145,0,0,0,0,0,0,0.00092523,0
Asaccharobacter,0.00061928,0,0,0,0,0.00169548,0.00232725,0.00120802,0.00095657,0,0.00122089,0.00254388,0.0077497,0,0,0,0,0.00214023,0,0,0,0,0,0,0.00129103,0.00123898,0.0004609,0,0,0,0,0.00218756,0.00101299,0,0,0,0,0.00246279,0,0,0.00469463,0,0,0,0.00546946,0,0,0,0.00022081,0,0,0,0,0,0,0,0.00054267,0,0,0,0.00215267,0,0,0.00082509,0,0,0,0,0.00113573,0,0,0,0,0.00044898,0,0,0,0,0,0,0,0,0,0,0,0.00352231,0,0.00451952,0,0,0.00066564,0.00238872,0.00209389,0.00216149,0,0,0,0.00082334,0.00027708,0.0001982,0.00539879,0.00085189,0,0,0,0,0.0010924,0,0,0,0,0,0,0,0,0.0004091,0,0,0,0,0.00632335,0.00200829,0.00890594,0.00081778,0,0.00225388,0.00324404,0,0.00702327,0.00093852,0.00310433,0,0,0,0.00178934,0.00065169,0,0,0,0.00428999,0,0,0,0,0,0,0,0,0.00185799,0,0,0.0042398,0,0
Xylanibacter,0,0,0,0,0,0,0,0,0.00042283,0.00103304,0,0,0.00299402,0.00158574,0.00032276,0,0,0,0,0.01298059,0,0,0,0,0,0,0,0.00039926,0,0,0,0,0,0,0,0,0,0,0.00110219,0,0,0,0.00131804,0,0.0004838,0,0,0.00023245,0,0,0,0,0,0,0.00301182,0.00088242,0.00191394,0.00504055,0,0,0,0,0,0.00036479,0,0,0,0,0,0,0.00044424,0,0,0.11074437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079527,0,0,0,0,0,0,0.00411346,0,0,0,0.00145411,0,0,0,0.00054145,0,0,0,0,0,0,0,0.01334174,0,0,0.0007168,0,0,0,0.00137094,0,0,0,0,0,0.00076094,0.0273864,0.00972652,0,0.00152756,0.00129087,0,0,0,0,0,0,0,0,0.00520994,0,0,0
